id,dataset,split,aspect_category,sentiment_polarity,mami_shaming,mami_stereotype,mami_objectification,mami_violence,mis_aggressiveDE,mis_ironicDE,mis_misogynisticCS
mami_5944,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11057,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13045,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3381,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5236,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7255,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2328,MAMI,train,Violence,negative,0,0,1,1,,,
mami_982,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2428,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4726,MAMI,train,Violence,negative,0,0,1,1,,,
mami_5998,MAMI,train,Violence,negative,0,0,1,1,,,
mami_13138,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2448,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3880,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4959,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13372,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9177,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6388,MAMI,train,Violence,negative,0,0,1,1,,,
mami_301,MAMI,train,Violence,negative,0,1,0,1,,,
mami_776,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3604,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2654,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2951,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1205,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1464,MAMI,train,Violence,negative,1,0,1,1,,,
mami_1033,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2246,MAMI,train,Violence,negative,1,1,1,1,,,
mami_386,MAMI,train,Violence,negative,0,1,0,1,,,
mami_478,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2348,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4442,MAMI,train,Violence,negative,0,0,1,1,,,
mami_6898,MAMI,train,Violence,negative,1,0,0,1,,,
mami_6606,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11497,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1010,MAMI,train,Violence,negative,0,1,1,1,,,
mami_607,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6413,MAMI,train,Violence,negative,0,0,0,1,,,
mami_414,MAMI,train,Violence,negative,1,1,1,1,,,
mami_1133,MAMI,train,Violence,negative,1,1,1,1,,,
mami_622,MAMI,train,Violence,negative,0,1,0,1,,,
mami_577,MAMI,train,Violence,negative,0,1,1,1,,,
mami_526,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1138,MAMI,train,Violence,negative,0,1,0,1,,,
mami_640,MAMI,train,Violence,negative,1,1,1,1,,,
mami_9014,MAMI,train,Violence,negative,0,1,0,1,,,
mami_9,MAMI,train,Violence,negative,0,1,1,1,,,
mami_5970,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2583,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11229,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4877,MAMI,train,Violence,negative,0,0,0,1,,,
mami_8908,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5792,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5699,MAMI,train,Violence,negative,0,1,0,1,,,
mami_11123,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13399,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3416,MAMI,train,Violence,negative,0,1,1,1,,,
mami_602,MAMI,train,Violence,negative,0,1,0,1,,,
mami_3202,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2178,MAMI,train,Violence,negative,0,1,1,1,,,
mami_880,MAMI,train,Violence,negative,0,1,0,1,,,
mami_237,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1910,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13195,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10715,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1851,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1434,MAMI,train,Violence,negative,0,1,1,1,,,
mami_822,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4479,MAMI,train,Violence,negative,0,0,0,1,,,
mami_9134,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1612,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3185,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2823,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5018,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6460,MAMI,train,Violence,negative,0,1,0,1,,,
mami_7436,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1914,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1058,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13300,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7920,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6763,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3572,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8227,MAMI,train,Violence,negative,0,1,0,1,,,
mami_10287,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11417,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1499,MAMI,train,Violence,negative,0,1,1,1,,,
mami_13492,MAMI,train,Violence,negative,0,0,1,1,,,
mami_10539,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1335,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2051,MAMI,train,Violence,negative,1,1,0,1,,,
mami_4840,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10205,MAMI,train,Violence,negative,0,0,0,1,,,
mami_13468,MAMI,train,Violence,negative,0,0,0,1,,,
mami_97,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1519,MAMI,train,Violence,negative,1,1,0,1,,,
mami_5522,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2727,MAMI,train,Violence,negative,1,1,0,1,,,
mami_1595,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3265,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13294,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1212,MAMI,train,Violence,negative,1,1,1,1,,,
mami_8935,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2630,MAMI,train,Violence,negative,0,1,1,1,,,
mami_247,MAMI,train,Violence,negative,1,1,1,1,,,
mami_10846,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11436,MAMI,train,Violence,negative,0,0,0,1,,,
mami_8,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2231,MAMI,train,Violence,negative,0,0,1,1,,,
mami_532,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1901,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1314,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1567,MAMI,train,Violence,negative,0,1,1,1,,,
mami_113,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1791,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3180,MAMI,train,Violence,negative,0,1,0,1,,,
mami_807,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3696,MAMI,train,Violence,negative,1,1,0,1,,,
mami_2066,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7650,MAMI,train,Violence,negative,0,0,0,1,,,
mami_714,MAMI,train,Violence,negative,0,1,1,1,,,
mami_3087,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2763,MAMI,train,Violence,negative,0,1,0,1,,,
mami_2675,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1044,MAMI,train,Violence,negative,0,1,1,1,,,
mami_11680,MAMI,train,Violence,negative,0,0,0,1,,,
mami_7561,MAMI,train,Violence,negative,0,0,0,1,,,
mami_5139,MAMI,train,Violence,negative,0,0,0,1,,,
mami_4017,MAMI,train,Violence,negative,0,0,1,1,,,
mami_11157,MAMI,train,Violence,negative,0,0,0,1,,,
mami_6571,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1339,MAMI,train,Violence,negative,0,1,1,1,,,
mami_2007,MAMI,train,Violence,negative,1,1,0,1,,,
mami_3292,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8511,MAMI,train,Violence,negative,0,0,0,1,,,
mami_529,MAMI,train,Violence,negative,0,1,0,1,,,
mami_193,MAMI,train,Violence,negative,1,1,0,1,,,
mami_4945,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11675,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11022,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10465,MAMI,train,Violence,negative,1,0,0,1,,,
mami_1088,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1114,MAMI,train,Violence,negative,1,1,0,1,,,
mami_4382,MAMI,train,Violence,negative,0,1,0,1,,,
mami_13165,MAMI,train,Violence,negative,1,0,0,1,,,
mami_1516,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1051,MAMI,train,Violence,negative,0,1,0,1,,,
mami_422,MAMI,train,Violence,negative,0,1,0,1,,,
mami_109,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5009,MAMI,train,Violence,negative,0,0,0,1,,,
mami_10152,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2808,MAMI,train,Violence,negative,0,1,0,1,,,
mami_874,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4267,MAMI,train,Violence,negative,0,0,1,1,,,
mami_707,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2216,MAMI,train,Violence,negative,1,1,0,1,,,
mami_6996,MAMI,train,Violence,negative,0,0,0,1,,,
mami_1338,MAMI,train,Violence,negative,0,1,1,1,,,
mami_4135,MAMI,train,Violence,negative,0,0,1,1,,,
mami_2177,MAMI,train,Violence,negative,0,1,1,1,,,
mami_9336,MAMI,train,Violence,negative,1,1,0,1,,,
mami_708,MAMI,train,Violence,negative,0,1,1,1,,,
mami_6145,MAMI,train,Violence,negative,0,0,0,1,,,
mami_2248,MAMI,train,Violence,negative,0,1,0,1,,,
mami_4907,MAMI,train,Violence,negative,0,1,0,1,,,
mami_5846,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1351,MAMI,train,Violence,negative,0,0,1,1,,,
mami_712,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7958,MAMI,train,Violence,negative,0,0,1,1,,,
mami_6365,MAMI,train,Violence,negative,0,0,1,1,,,
mami_1032,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8174,MAMI,train,Violence,negative,0,1,0,1,,,
mami_321,MAMI,train,Violence,negative,0,1,1,1,,,
mami_7791,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3966,MAMI,train,Violence,negative,0,0,1,1,,,
mami_13303,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3856,MAMI,train,Violence,negative,1,1,1,1,,,
mami_2969,MAMI,train,Violence,negative,0,1,0,1,,,
mami_1189,MAMI,train,Violence,negative,1,1,1,1,,,
mami_8451,MAMI,train,Violence,negative,0,0,0,1,,,
mami_11548,MAMI,train,Violence,negative,0,0,0,1,,,
mami_3383,MAMI,train,Violence,negative,0,1,0,1,,,
mami_8876,MAMI,train,Violence,negative,0,0,1,1,,,
mami_3399,MAMI,train,Violence,negative,1,1,1,1,,,
mami_566,MAMI,train,Violence,negative,0,1,1,1,,,
mami_1384,MAMI,train,Violence,negative,1,1,1,1,,,
mami_3066,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_1365,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5906,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11114,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6603,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6224,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5663,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6881,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5589,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11276,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5763,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_11356,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9578,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11531,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8391,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3489,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10136,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2616,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8650,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_13396,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9764,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7595,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4567,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2982,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4583,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5040,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10095,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_13156,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6235,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10109,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5973,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2508,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7040,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_847,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9479,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2133,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_13000,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8775,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9588,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3493,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5324,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7981,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2147,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2284,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7121,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6757,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8978,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10400,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10070,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4962,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2985,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2500,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8289,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8559,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8669,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9367,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2336,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4826,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4790,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10786,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6529,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11178,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8034,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_13075,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5077,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8633,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3697,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3978,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_3494,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5575,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1245,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6329,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5242,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_275,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5745,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4268,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_318,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_11270,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4247,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8492,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8022,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5896,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_11480,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1157,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9136,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5996,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10066,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_541,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6749,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5991,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2735,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7275,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4721,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7017,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5481,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3700,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7637,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9534,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10126,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_14215,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4221,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7022,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6296,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3717,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8636,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_897,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4711,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2572,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5358,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4002,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4339,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8439,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3898,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8396,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4016,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1122,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5919,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7746,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11616,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9158,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11236,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6608,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5945,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4852,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9721,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5861,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2300,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2787,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_1201,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_11031,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10851,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7396,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2356,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6819,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_187,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8379,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5807,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_196,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2432,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_14225,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9872,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4058,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6002,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8516,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7669,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11264,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3223,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10722,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6164,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9330,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5489,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_3994,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9316,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1385,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7354,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10752,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6972,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7390,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7688,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5594,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11339,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5881,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9355,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9358,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10093,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2850,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10059,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7989,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8751,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_896,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7160,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2131,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11126,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9490,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_864,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_5459,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3449,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9982,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10942,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6340,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9294,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6080,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10140,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6179,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9651,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4471,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2253,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4817,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7028,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11404,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2334,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8627,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11343,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8937,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5281,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9992,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8988,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_5103,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_3409,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9439,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10645,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7942,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4845,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7406,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_8036,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_951,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2467,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_10207,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9553,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11376,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8314,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_972,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2859,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_7344,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_6116,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11590,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2737,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_3111,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_4409,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_10030,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_330,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_778,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_6714,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1847,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4773,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8457,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8546,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_8768,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_9306,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_11056,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_7085,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_2264,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_9667,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_4048,MAMI,train,Appearance Attack,negative,1,0,0,0,,,
mami_1283,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
mami_2944,MAMI,train,Appearance Attack,negative,1,1,0,0,,,
